WS-#,Site,Time,Date,pH,Notes,Type,deep C screen,Na-MP,Na mg/L,Mg-MP,Mg mg/L,Al-MP,Al mg/L,Si-MP,Si mg/L,P-MP,K-MP,K mg/L,Ca-MP,Ca mg/L,Mn-MP,Mn mg/L,Fe-MP,Fe mg/L,Zn-MP,Rb-MP,Sr-MP,Ba-MP,Pb-MP,F mg/L,Cl mg/L,NO3 mg/L,SO4 mg/L,DOC mg/L,TDN mg/L,NH4 mg N/L,Alm mg/L,Alo mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,N2,,24-May-11,4.75,,G2,,0.45,0.42,0.07,0.06,0.60,0.48,1.29,1.24,,0.15,0.12,0.20,0.17,0.08,0.08,0.02,0.02,0.01,0.00,0.00,0.01,0.00,0.02,0.26,0.52,2.36,2.99,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,N2,,16-Aug-11,4.62,,G2,,0.37,0.52,0.05,0.05,0.56,0.54,1.36,1.53,0.00,0.13,0.21,0.18,0.19,0.07,0.07,0.02,0.02,0.01,0.00,0.00,0.01,0.00,0.01,0.22,0.80,2.21,4.14,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,N2,11:30,29-Aug-11,4.67,,G2,,0.39,0.39,0.05,0.05,0.54,0.44,1.23,1.26,0.00,0.08,0.12,0.19,0.20,0.08,0.08,0.01,0.02,0.01,0.00,0.00,0.01,0.00,0.01,0.19,0.20,2.13,3.12,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,N2,,1-Feb-12,4.85,,G2,,0.45,0.45,0.07,0.08,0.53,0.78,1.38,1.67,0.00,0.07,0.07,0.18,0.24,0.12,0.14,0.00,0.02,0.08,0.00,0.00,0.01,0.01,0.01,0.44,4.44,1.73,1.62,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,N2,,22-Mar-12,4.68,,G2,,0.42,0.46,0.07,0.08,0.61,0.72,1.17,1.47,0.00,0.13,0.16,0.15,0.22,0.14,0.16,0.00,0.02,0.01,0.00,0.00,0.01,0.00,0.01,0.34,3.81,1.87,2.40,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,N2,,24-Apr-12,4.76,,G2,,0.45,0.44,0.09,0.08,0.56,0.60,1.40,1.75,0.00,0.13,0.38,0.20,0.25,0.15,0.16,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.02,0.57,2.95,1.76,2.50,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,N2,,10-Aug-12,4.56,,G2,,0.27,0.28,0.08,0.07,0.56,0.60,1.27,1.61,0.02,0.13,0.15,0.29,0.29,0.12,0.14,0.03,0.02,0.02,0.00,0.00,0.02,0.00,0.02,0.23,1.01,2.38,5.41,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,N2,,9-Oct-12,4.89,,G2,,0.32,0.32,0.03,0.04,0.34,0.33,1.18,1.52,0.00,0.07,0.07,0.20,0.26,0.10,0.12,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.02,0.30,0.12,2.46,2.32,0.13,0.000,0.351,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,N2,,22-Oct-12,4.66,,G2,,0.42,,0.03,,0.22,,1.32,,0.00,0.13,,0.19,,0.10,,0.01,,0.07,0.00,0.00,0.01,0.00,0.02,0.46,0.12,2.28,2.58,0.16,0.002,0.368,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,N2,10:35,30-Oct-12,4.76,,G2,,0.33,0.33,0.03,0.03,0.40,0.49,1.50,1.71,0.00,0.04,0.05,0.16,0.18,0.07,0.08,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.00,0.43,0.60,2.06,3.08,0.27,0.002,0.399,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,N2,13:24,6-Nov-12,4.87,,G2,,0.39,0.38,0.06,0.03,0.58,0.52,1.51,1.54,,0.17,0.14,0.26,0.22,0.11,0.10,0.16,0.02,,0.00,0.00,0.01,0.01,0.02,0.64,0.40,2.18,2.21,0.25,0.003,0.325,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,N2,10:41,3-Dec-12,4.73,,G2,,0.40,0.60,0.04,0.17,0.65,0.29,1.56,2.31,,0.07,0.62,0.18,1.47,0.09,0.03,0.04,0.02,,0.00,0.00,0.01,0.00,0.02,0.66,1.96,1.91,2.77,0.56,0.003,0.510,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,N2,12:44,14-Jan-13,4.72,,G2,,0.82,0.80,0.18,0.17,0.41,0.07,2.27,2.47,,0.58,0.53,0.93,0.85,0.44,0.01,0.32,0.02,,0.00,0.02,0.01,0.00,0.05,0.29,1.58,2.75,2.22,0.42,0.003,0.047,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,N2,10:00,31-Jan-13,4.73,,G2,,0.40,0.40,0.06,0.05,0.62,0.57,1.24,1.50,,0.13,0.12,0.21,0.21,0.12,0.12,0.03,0.02,,0.00,0.00,0.01,0.00,0.02,0.41,1.86,2.03,3.66,0.66,0.020,0.419,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,N2,,1-Apr-13,4.72,,G2,,,0.51,,0.06,,0.59,,1.75,,,0.07,,0.18,,0.10,,0.02,,,,,,0.02,0.64,1.07,1.89,2.36,0.36,0.003,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,N2,,11-Apr-13,,,G2,,,0.49,,0.06,,0.63,,1.53,,,0.12,,0.19,,0.11,,0.02,,,,,,0.02,0.50,1.60,1.94,2.88,0.48,0.003,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,N2,,28-Jun-13,4.71,,G2,,0.37,,0.06,,0.57,,1.00,,,0.10,,0.16,,0.07,,0.07,,,0.00,0.00,0.01,,0.00,0.29,0.28,1.71,4.62,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,N2,,14-Jun-14,4.85,,G2,,,0.70,,0.08,,0.64,,1.43,,,0.14,,0.23,,0.11,,0.02,,,,,,0.03,0.63,2.36,1.83,3.07,0.60,0.003,0.484,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,N2,,16-Jun-14,4.73,,G2,,,0.58,,0.08,,0.58,,1.60,,,0.11,,0.23,,0.11,,0.02,,,,,,0.04,0.63,1.82,2.16,2.14,0.48,0.003,0.490,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,N4,,3-Nov-11,4.90,,G2,,0.46,0.45,0.08,0.11,0.27,0.54,1.58,1.89,0.01,0.07,0.12,0.21,0.28,0.10,0.12,0.01,0.07,0.05,0.00,0.00,0.01,0.00,0.02,0.34,1.93,2.91,2.45,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,N4,11:00,30-Oct-12,4.49,,G2,,0.40,0.39,0.05,0.06,0.49,0.63,1.98,2.13,0.00,0.08,0.10,0.18,0.21,0.11,0.12,0.02,0.07,0.02,0.00,0.00,0.01,0.00,0.01,0.53,1.58,2.14,6.24,0.52,0.006,0.457,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,N4,10:50,12-Mar-13,4.72,,G2,,,0.42,,0.05,,0.52,,1.53,,,0.01,,0.12,,0.07,,0.02,,,,,,0.06,0.56,2.54,2.22,1.00,0.70,0.003,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,N4,10:50,12-Mar-13,4.51,,G2,,,0.44,,0.07,,0.81,,1.84,,,0.08,,0.14,,0.14,,0.02,,,,,,0.06,0.56,6.07,1.68,1.56,1.50,0.003,0.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,N4,11:45,13-Mar-13,4.57,,G2,,0.49,0.44,0.07,0.07,0.48,0.61,1.30,1.41,,0.19,0.18,0.41,0.21,0.14,0.13,0.02,0.07,,0.00,0.00,0.02,,0.04,0.78,2.53,2.15,4.62,0.74,0.003,0.478,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,N4,,1-Apr-13,4.45,,G2,,,0.52,,0.07,,0.68,,1.75,,,0.19,,0.22,,0.14,,0.07,,,,,,0.03,0.51,3.00,1.84,5.72,0.86,0.003,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,N4,,11-Apr-13,,,G2,,,0.45,,0.06,,0.60,,1.44,,,0.19,,0.17,,0.11,,0.07,,,,,,0.03,0.41,1.31,2.02,5.94,0.46,0.003,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,N4,,28-Jun-13,4.30,,G2,,0.39,,0.07,,0.68,,1.19,,,0.11,,0.19,,0.11,,0.13,,,0.00,0.00,0.01,,0.02,0.25,0.54,1.33,12.12,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,N4,,3-Sep-13,4.33,,G2,,,0.65,,0.14,,0.95,,2.46,,,0.26,,0.54,,0.24,,0.05,,,,,,0.03,0.25,8.24,1.46,6.14,2.08,0.008,0.666,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,N4,15:15,7-Nov-13,4.22,,G2,,,0.67,,0.10,,1.08,,2.72,,,0.20,,0.32,,0.15,,0.07,,,,,,0.03,0.45,7.51,1.53,6.97,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,N4,,13-Jun-14,4.50,,G2,,,0.64,,0.13,,0.68,,1.91,,,0.20,,0.31,,0.18,,0.07,,,,,,0.05,0.64,4.59,1.58,5.26,1.21,0.003,0.591,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,N4,,14-Jun-14,4.45,,G2,,,0.76,,0.10,,0.68,,1.78,,,0.19,,0.27,,0.14,,0.10,,,,,,0.12,0.57,3.39,1.64,8.02,0.95,0.003,0.461,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,N4,,16-Jun-14,4.46,,G2,,,0.62,,0.11,,0.67,,1.96,,,0.21,,0.29,,0.16,,0.07,,,,,,0.06,0.61,3.70,1.73,5.43,0.98,0.003,0.484,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,N4,12:50,16-Jul-14,4.46,,G2,,,0.56,,0.11,,0.63,,2.20,,,0.15,,0.36,,0.14,,0.07,,,,,,0.03,0.49,3.09,2.05,6.12,0.94,0.027,0.479,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,N4,12:50,7-Oct-14,4.15,,G2,,,0.37,,0.11,,1.05,,2.28,,,0.63,,0.49,,0.25,,0.20,,,,,,0.03,1.09,3.09,1.39,20.39,1.24,0.064,0.687,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,N4,13:45,7-Oct-14,4.17,,G2,,,0.36,,0.09,,0.89,,2.09,,,0.35,,0.40,,0.20,,0.18,,,,,,0.03,0.93,2.06,1.43,17.14,0.90,0.014,0.593,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,N4,14:50,7-Oct-14,4.22,,G2,,,0.39,,0.07,,0.76,,2.01,,,0.14,,0.27,,0.13,,0.13,,,,,,0.06,0.83,2.06,1.46,10.45,0.72,0.003,0.540,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,N4,15:45,7-Oct-14,4.29,,G2,,,0.39,,0.06,,0.69,,1.82,,,0.09,,0.23,,0.12,,0.10,,,,,,0.05,0.77,2.37,1.69,8.29,0.71,0.006,0.535,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,N4,8:05,8-Oct-14,4.21,,G2,,,0.40,,0.07,,0.72,,1.73,,,0.22,,0.31,,0.15,,0.16,,,,,,0.05,0.78,0.67,1.50,14.87,0.51,0.003,0.465,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,N4,9:10,8-Oct-14,4.21,,G2,,,0.34,,0.06,,0.72,,1.67,,,0.19,,0.27,,0.14,,0.16,,,,,,0.04,0.84,0.61,1.56,13.98,0.50,0.003,0.458,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,N4,10:10,8-Oct-14,4.25,,G2,,,0.36,,0.06,,0.70,,1.69,,,0.18,,0.25,,0.13,,0.16,,,,,,0.03,0.84,0.65,1.62,12.35,0.52,0.010,0.468,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,N4,11:05,8-Oct-14,4.24,,G2,,,0.35,,0.06,,0.70,,1.74,,,0.17,,0.23,,0.13,,0.15,,,,,,0.02,0.83,0.71,1.64,12.04,0.46,0.003,0.449,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,N5,,16-Aug-11,5.75,,G2,x,2.79,2.17,0.54,0.52,0.20,0.20,2.43,2.28,0.01,0.99,1.06,2.08,2.13,0.39,0.38,0.13,0.13,0.04,0.00,0.02,0.00,0.00,0.02,0.38,5.37,2.77,2.03,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,N5,11:15,29-Aug-11,5.16,,G2,x,0.81,0.73,0.15,0.15,0.20,0.08,1.56,1.69,0.00,0.53,0.53,0.61,0.64,0.30,0.28,0.05,0.02,0.06,0.00,0.01,0.01,0.00,0.02,0.27,0.42,2.58,2.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,N5,,3-Nov-11,5.22,,G2,x,0.40,0.40,0.05,0.07,0.19,0.49,1.15,1.45,0.00,0.09,0.13,0.13,0.19,0.10,0.12,0.00,0.02,0.02,0.00,0.00,0.01,0.00,0.04,0.31,0.95,2.28,1.56,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,N5,,1-Feb-12,4.86,,G2,x,0.43,0.42,0.05,0.06,0.47,0.75,1.14,1.34,0.00,0.03,0.04,0.13,0.15,0.08,0.09,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.01,0.40,3.43,2.00,1.36,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,N5,,22-Mar-12,4.77,,G2,x,0.45,0.51,0.06,0.06,0.71,0.83,1.06,1.39,0.00,0.05,0.06,0.11,0.15,0.07,0.09,0.01,0.02,0.02,0.00,0.00,0.01,0.00,0.01,0.42,4.35,1.87,1.19,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,N5,,24-Apr-12,4.65,,G2,x,0.48,0.46,0.06,0.06,0.53,0.61,1.27,1.58,0.01,0.06,0.07,0.13,0.15,0.11,0.12,0.00,0.02,0.02,0.00,0.00,0.01,0.00,0.01,0.37,2.87,1.79,1.34,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,N5,,10-Aug-12,4.69,,G2,x,0.73,0.59,0.07,0.08,0.52,0.49,1.29,1.68,0.01,0.18,0.18,0.19,0.23,0.16,0.19,0.01,0.02,0.04,0.00,0.00,0.01,0.00,0.03,0.49,1.93,2.31,1.84,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,N5,,9-Oct-12,4.79,,G2,x,0.41,,0.03,,0.28,,1.15,,0.00,0.12,,0.21,,0.09,,0.01,,0.02,0.00,0.00,0.01,0.00,0.03,0.36,0.18,2.53,1.91,0.19,0.007,0.451,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
